?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/MONDO_0008383>	"A chronic, systemic autoimmune disorder characterized by inflammation in the synovial membranes and articular surfaces. It manifests primarily as a symmetric, erosive polyarthritis that spares the axial skeleton and is typically associated with the presence in the serum of rheumatoid factor."	"MESH:D001172 EFO:0000685 NCIT:C2884 OMIM:180300 SCTID:69896004 DOID:7148 Orphanet:284130 ICD9:714.0 HP:0001370 UMLS:C0003873"
<http://purl.obolibrary.org/obo/CL_0000052>		
<http://purl.obolibrary.org/obo/HP_0001574>		
<http://purl.obolibrary.org/obo/CHEBI_131927>	"A class of carbonyl compound encompassing dicarboxylic acids and any derivatives obtained by substitution of either one or both of the carboxy hydrogens."	
<http://purl.obolibrary.org/obo/GO_0015671>		
<http://purl.obolibrary.org/obo/CHEBI_228364>	"Any compound that produces a peak used to reference an NMR spectrum during data pre-processing."	
<http://purl.obolibrary.org/obo/GO_0003674>	"A molecular process that can be carried out by the action of a single macromolecular machine, usually via direct physical interactions with other molecular entities. Function in this sense denotes an action, or activity, that a gene product (or a complex) performs."	
<http://purl.obolibrary.org/obo/MONDO_0006227>	"A well differentiated, low grade neuroendocrine tumor (carcinoid tumor) that arises from the stomach. The vast majority of cases arise from the corpus-fundus region. The mitotic count is less than 2 per 10 HPF and/or the Ki67 index is equal to or less than 2 percent. It may be associated with autoimmune chronic atrophic gastritis, multiple endocrine neoplasia type 1, or it may be sporadic."	"NCIT:C4635 EFO:1000275 UMLS:C0349529"
<http://purl.obolibrary.org/obo/UBERON_0000966>		
<http://purl.obolibrary.org/obo/MONDO_0006971>	"Tumors or cancer of the sigmoid colon."	"EFO:1001181 DOID:1896 ICD9:153.3 MESH:D012811 SCTID:126845000 MedDRA:10026456 UMLS:C0037073"
<http://purl.obolibrary.org/obo/GO_0008283>		
<https://github.com/bmir-radx/gcbo/nih_rash_toes>		
<http://purl.obolibrary.org/obo/MONDO_0021637>	"A grade I or grade II glioma arising from the central nervous system. This category includes pilocytic astrocytoma, diffuse astrocytoma, subependymal giant cell astrocytoma, ependymoma, oligodendroglioma, oligoastrocytoma, and angiocentric glioma."	"UMLS:C1997217 DOID:0080829 NCIT:C132067"
<https://github.com/bmir-radx/gcbo/nih_lifetime_use_alcohol>		
<http://purl.obolibrary.org/obo/UBERON_0005423>		
<http://purl.obolibrary.org/obo/UBERON_0000170>		
<http://purl.obolibrary.org/obo/NCBITaxon_6040>		
<http://purl.obolibrary.org/obo/PATO_0002299>		
<http://purl.obolibrary.org/obo/UBERON_0001199>		
<http://purl.obolibrary.org/obo/MONDO_0002494>	"A category of psychiatric disorders which include disorders related to the taking of a drug of abuse (including alcohol, prescribed medications and recreational drugs)."	"ICD10CM:F10-F19 MESH:D019966 DOID:303 NCIT:C92203"
<http://purl.obolibrary.org/obo/MONDO_0024650>		"ICD9:733.09 SCTID:14651005"
<http://purl.obolibrary.org/obo/MONDO_0001926>	"A non-neoplastic or neoplastic disorder affecting the ureter."	"UMLS:C0403608 UMLS:C0041954 DOID:1426 MESH:D014515 NCIT:C27148 SCTID:128073008"
<http://purl.obolibrary.org/obo/CL_0000680>		
<http://purl.obolibrary.org/obo/NCIT_C179143>	"The state of a person with regard to earning wages or salary."	
<http://purl.obolibrary.org/obo/CHEBI_33302>	"A p-block molecular entity containing any pnictogen."	
<http://purl.obolibrary.org/obo/BFO_0000006>		
<http://purl.obolibrary.org/obo/SYMP_0000505>	"A pain that is characterized by a painful throat due to inflammation of the fauces and pharynx."	"UMLS_CUI:C0242429 ICD9CM_2005:784.1 UMLS_ICD9CM_2005_AUI:A0284175"
<http://purl.obolibrary.org/obo/NCIT_C43359>	"Any number of entities (members) considered as a unit."	
<http://purl.obolibrary.org/obo/UBERON_0000964>		
<http://purl.obolibrary.org/obo/GO_0061024>		
<http://purl.obolibrary.org/obo/MONDO_0024331>	"A malignant epithelial neoplasm that arises from the colon or rectum and invades through the muscularis mucosa into the submucosa. The vast majority are adenocarcinomas."	"UMLS:C0009402 DOID:0080199 NCIT:C2955"
<http://purl.obolibrary.org/obo/MONDO_0015288>	"A superficial, epithelial Herpesvirus hominis infection of the cornea, characterized by the presence of small vesicles which may break down and coalesce to form dendritic ulcers (keratitis, dendritic). (Dictionary of Visual Science, 3d ed)"	"EFO:0007308 SCTID:9389005 Orphanet:137586 ICD10EXP:B00.5+ ICD10EXP:H19.1* NCIT:C34743 DOID:0080158 UMLS:C0019357"
<http://purl.obolibrary.org/obo/GO_0071971>		
<https://github.com/bmir-radx/gcbo/nih_cig_smoke_freq>		
<http://purl.obolibrary.org/obo/SYMP_0019152>	"A sweat that is characterized by excessive sweating commonly associated with shock and other medical emergency conditions."	
<http://purl.obolibrary.org/obo/MONDO_0018751>	"An instance of otorhinolaryngologic disease that is caused by a modification of the individual's genome."	"Orphanet:466084 UMLS:CN242186 GARD:21935"
<http://purl.obolibrary.org/obo/PATO_0000992>		
<http://purl.obolibrary.org/obo/MONDO_0004582>	"Inflammation of the myocardium in acute rheumatic heart disease."	"DOID:8481 NCIT:C35202 UMLS:C0155557 ICD9:391.9 SCTID:195136004 ICD9:398.0"
<http://purl.obolibrary.org/obo/UBERON_0000965>		
<http://purl.obolibrary.org/obo/GO_0048754>		
<http://purl.obolibrary.org/obo/UBERON_0001193>		
<http://purl.obolibrary.org/obo/MONDO_0006165>	"A very rare colorectal carcinoma characterized by the presence of a malignant squamous cell infiltrate."	"EFO:1000198 UMLS:C1707442 NCIT:C43588"
<http://purl.obolibrary.org/obo/MONDO_0002412>	"An inherited metabolic disorder characterized either by defects in glycogen synthesis or defects in the breaking down of glycogen. It results either in the creation of abnormal forms of glycogen or accumulation of glycogen in the tissues."	"UMLS:C0017919 OMIMPS:232200 MESH:D006008 ICD10CM:E74.0 MedDRA:10061990 NCIT:C61272 ICD9:271.0 SCTID:29633007 GARD:18973 Orphanet:79201 DOID:2747 DOID:0050728"
<http://purl.obolibrary.org/obo/CHEBI_76971>	"Any bacterial metabolite produced during a metabolic reaction in Escherichia coli."	
<http://purl.obolibrary.org/obo/UBERON_3000961>		
<http://purl.obolibrary.org/obo/UBERON_0035804>		
<http://purl.obolibrary.org/obo/UBERON_0002394>		
<http://purl.obolibrary.org/obo/NCIT_C53268>	"A person who gets something."	
<http://purl.obolibrary.org/obo/MONDO_0002120>	"A malignant neuroendocrine neoplasm composed of cells containing secretory granules that stain positive for NSE and chromogranin. The neoplastic cells are often round and form clusters or trabecular sheets. Representative examples are small cell carcinoma, large cell neuroendocrine carcinoma, and Merkel cell carcinoma."	"NCIT:C3773 MESH:D018278 UMLS:C0206695 SCTID:253000007 DOID:1800 ICDO:8246/3"
<http://purl.obolibrary.org/obo/GO_0001841>		
<http://purl.obolibrary.org/obo/MONDO_0002908>	"A metabolic disorder characterized by abnormal blood glucose levels."	"MESH:D044882 NCIT:C53655 ICD9:271.8 DOID:4194 SCTID:126877002 UMLS:C1257958"
<http://purl.obolibrary.org/obo/MONDO_0020592>	"A non-neoplastic or neoplastic disorder that affects the pharynx. Representative examples include pharyngitis and carcinoma."	"SCTID:75860007 NCIT:C26850"
<http://purl.obolibrary.org/obo/NCBITaxon_131567>		
<https://github.com/bmir-radx/gcbo/nih_fatigue>		
<http://purl.obolibrary.org/obo/MONDO_0024575>	"A disorder that is related to pregnancy. Representative examples include ectopic pregnancy, toxemia of pregnancy, and gestational trophoblastic tumor."	"MESH:D011248 NCIT:C35169 SCTID:173300003"
<http://purl.obolibrary.org/obo/HP_0033127>	"An anomaly of the musculoskeletal system, which consists of the bones of the skeleton, muscles, cartilage, tendons, ligaments, joints, and other connective tissue. The musculoskeletal system supports the weight of the body, maintains body position and produces movements of the body or of parts of the body."	
<http://purl.obolibrary.org/obo/CHEBI_65212>	"A carbohydrate derivative that is any derivative of a polysaccharide."	
<http://purl.obolibrary.org/obo/UBERON_0001062>		
<http://purl.obolibrary.org/obo/MONDO_0018918>	"Carcinoma of the gallbladder (GBC) is the most common and aggressive form of biliary tract cancer (BTC) usually arising in the fundus of the gallbladder, rapidly metastasizing to lymph nodes and distant sites."	"MedDRA:10007426 UMLS:C5566557 GARD:18850 UMLS:C0153452 UMLS:C0235782 Orphanet:56044"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"A primary alcohol that is ethane in which one of the hydrogens is substituted by a hydroxy group."	
<http://purl.obolibrary.org/obo/MONDO_0005515>	"A primary or metastatic malignant neoplasm involving the oral cavity. The majority are squamous cell carcinomas."	"ICD9:145.8 SCTID:363385007 NCIT:C9314 ICD9:144.0 SCTID:363505006 ICD9:149.8 DOID:8618 ICD9:144.9 ICD9:145.9 EFO:0005570 ICD9:144.1 ICD9:144"
<http://purl.obolibrary.org/obo/BFO_0000017>	"A specifically dependent continuant  that inheres in continuant  entities and are not exhibited in full at every time in which it inheres in an entity or group of entities. The exhibition or actualization of a realizable entity is a particular manifestation, functioning or process that occurs under certain circumstances."@en	
<http://purl.obolibrary.org/obo/NBO_0000131>	"A drinking behavior associated with the intake of alcohol."	
<http://purl.obolibrary.org/obo/MONDO_0006322>	"A non-neoplastic disorder that affects the intrahepatic or extrahepatic bile ducts. Representative examples include cholangitis and biliary atresia."	"UMLS:C3275160 EFO:1000400 NCIT:C35774"
<http://purl.obolibrary.org/obo/GO_0051179>		
<http://purl.obolibrary.org/obo/CHEBI_75771>	"Any mammalian metabolite produced during a metabolic reaction in a mouse (Mus musculus)."	
<http://purl.obolibrary.org/obo/UBERON_0002616>		
<http://purl.obolibrary.org/obo/UBERON_0006314>		
<http://purl.obolibrary.org/obo/HP_0011008>		
<http://purl.obolibrary.org/obo/UBERON_0005906>		
<http://purl.obolibrary.org/obo/CHEBI_16134>	"An azane that consists of a single nitrogen atom covelently bonded to three hydrogen atoms."	
<http://purl.obolibrary.org/obo/NCIT_C17828>		
<http://purl.obolibrary.org/obo/UBERON_0001986>		
<http://purl.obolibrary.org/obo/UBERON_0002085>		
<http://purl.obolibrary.org/obo/MONDO_0001062>	"A malignant neoplasm involving the pyloric antrum."	"DOID:10547 ICD9:151.2 SCTID:187740000 UMLS:C0153419"
<http://purl.obolibrary.org/obo/NCIT_C3507>	"A disorder resulting from an abnormality in the immune system."	"IMDRF:E0405"
<http://purl.obolibrary.org/obo/MONDO_0002806>	"A lung carcinoma arising from the bronchial epithelium."	"EFO:1001942 UMLS:C0007121 ICD9:162.9 CSP:2017-6052 NCIT:C35875 SCTID:254622008 DOID:3904 MESH:D002283"
<http://purl.obolibrary.org/obo/GO_0032501>		
<http://purl.obolibrary.org/obo/CL_0000069>		
<http://purl.obolibrary.org/obo/MONDO_0000569>	"A hypersensitivity reaction type II disease that involves the endocrine system."	"DOID:0060005 SCTID:237822008 ICD9:279.49 UMLS:C0342552"
<http://purl.obolibrary.org/obo/HP_0000618>		
<http://purl.obolibrary.org/obo/MONDO_0005618>	"A category of psychiatric disorders which are characterized by anxious feelings or fear often accompanied by physical symptoms associated with anxiety."	"NCIT:C2878 DOID:2030 MESH:D001008 ICD9:300.09 EFO:0006788 SCTID:197480006"
<http://purl.obolibrary.org/obo/UBERON_0002390>		
<http://purl.obolibrary.org/obo/MONDO_0003617>	"Chronic inflammation of the fallopian tube. It usually follows an acute inflammatory attack."	"NCIT:C40118 UMLS:C0269041 SCTID:55551005 DOID:5731 ICD10CM:N70.11"
<http://purl.obolibrary.org/obo/MONDO_0024477>	"A benign or malignant neoplasm that affects the liver parenchyma or intrahepatic bile ducts. Representative examples of benign neoplasms include hepatocellular adenoma, and bile duct adenoma. Representative examples of malignant neoplasms include hepatocellular carcinoma, intrahepatic cholangiocarcinoma, and lymphoma."	"SCTID:126851005 NCIT:C7103 DOID:916 UMLS:C1333976 EFO:1001513 ONCOTREE:LIVER NCIT:C7106"
<http://purl.obolibrary.org/obo/MONDO_0020800>	"Any condition in which there is degeneration of the myelin sheath that covers the nerves of the central nervous system."	"UMLS:C0011302 ICD9:341.9 SCTID:6118003 NCIT:C34526 ICD9:341.8 ICD10CM:G35-G37"
<http://purl.obolibrary.org/obo/NCIT_C25621>	"Any system designed to expedite the sorting and delivery of mail by assigning a series of alphanumeric codes to each delivery area. Also used to refer to any individual delivery area code."	
<http://purl.obolibrary.org/obo/CHEBI_33692>	"Hydrides are chemical compounds of hydrogen with other chemical elements."	
<http://purl.obolibrary.org/obo/CL_0002202>		
<http://purl.obolibrary.org/obo/MONDO_0005449>	"A disease involving the conducting system of heart."	"EFO:0005137"
<https://github.com/bmir-radx/gcbo/nih_copd>		
<http://purl.obolibrary.org/obo/MONDO_0005607>	"A type of chronic obstructive pulmonary disease characterized by chronic inflammation in the bronchial tree that results in edema, mucus production, obstruction, and reduced airflow to and from the lung alveoli. The most common cause is tobacco smoking. Signs and symptoms include coughing with excessive mucus production, and shortness of breath."	"EFO:0006505 ICD9:491.9 ICD9:491 SCTID:63480004 UMLS:C0008677 NCIT:C26722 MESH:D029481 ICD9:491.8"
<http://purl.obolibrary.org/obo/HP_0012337>		
<http://purl.obolibrary.org/obo/GO_0032502>		
<https://github.com/bmir-radx/gcbo/nih_height>		
<http://purl.obolibrary.org/obo/GO_0009725>		
<http://purl.obolibrary.org/obo/CHEBI_142163>	"An antigenic epitope recognized by an anti-bilirubin monoclonal antibody designated 24G7. A substructure of bilirubin IXalpha, it is the region containing the oxo group at C-1, the methyl group at C-2, C-(4, 5, 6, 9), and N-21 and -22."	
<http://purl.obolibrary.org/obo/MONDO_0005184>	"An infiltrating adenocarcinoma that arises from the epithelial cells of the pancreas. It affects males more often than females and the patients are usually over 50 years of age. Microscopically it is characterized by the presence of glandular (ductal) differentiation and desmoplastic stroma formation. Signs and symptoms include pain, loss of weight, and jaundice. It grows rapidly and is usually detected after it has metastasized to other anatomic sites. The prognosis is usually poor."	"DOID:3498 EFO:0002517 NCIT:C9120 MESH:D021441 UMLS:C1335302 ICD9:157.3 DOID:3587"
<http://purl.obolibrary.org/obo/CHEBI_37175>		
<http://purl.obolibrary.org/obo/UBERON_0005908>		
<http://purl.obolibrary.org/obo/GO_0071840>		
<http://purl.obolibrary.org/obo/GO_0045202>		
<http://purl.obolibrary.org/obo/MONDO_0100081>	"A change from the patient's baseline sleeping pattern, in the hours slept and/or an alteration/dysfunction in the stages of sleep."	"NCIT:C3376"
<http://purl.obolibrary.org/obo/CHEBI_25741>	"An oxide is a chemical compound of oxygen with other chemical elements."	
<http://purl.obolibrary.org/obo/MONDO_0015073>	"A well differentiated, low or intermediate grade tumor with neuroendocrine differentiation that arises from the gallbladder."	"Orphanet:100086 GARD:19761 NCIT:C96918"
<http://purl.obolibrary.org/obo/NCIT_C61331>	"The branch of social science that deals with the production and distribution and consumption of goods and services and their management."	
<http://purl.obolibrary.org/obo/COB_0000080>	"A complex of two or more molecular entities that are not covalently bound."	
<http://purl.obolibrary.org/obo/NCBITaxon_548681>		
<http://purl.obolibrary.org/obo/CHEBI_37176>		
<http://purl.obolibrary.org/obo/GO_0006699>		
<http://purl.obolibrary.org/obo/UBERON_0005068>		
<http://purl.obolibrary.org/obo/MONDO_0005519>	"A carcinoma arising in the renal pelvis. The majority of renal pelvis carcinomas are transitional cell and less frequently squamous cell carcinomas."	"DOID:4919 SCTID:363457009 NCIT:C6142 ICD9:189.1 UMLS:C1335749 EFO:0005582 ICD10CM:C65"
<http://purl.obolibrary.org/obo/CHEBI_33700>		
<http://purl.obolibrary.org/obo/UBERON_0006929>		
<http://purl.obolibrary.org/obo/CHEBI_36344>	"Hadron is a subatomic particle which experiences the strong force."	
